ENSP00000347979|FAS	ENSP00000347979.2	100.00	335	0	0	1	335	1	335	0.0	686
ENSP00000347979|FAS	ENSPTRP00000044494.2	98.51	335	5	0	1	335	1	335	0.0	674
ENSP00000347979|FAS	ENSPPYP00000002850.1	95.83	336	13	1	1	335	1	336	0.0	655
ENSP00000347979|FAS	ENSP00000349896.2	93.73	335	0	1	1	335	1	314	0.0	630
ENSP00000347979|FAS	ENSPTRP00000064642.1	92.54	335	4	1	1	335	1	314	0.0	621
ENSP00000347979|FAS	ENSPTRP00000088261.1	89.74	341	23	2	2	335	2	337	0.0	616
ENSP00000347979|FAS	ENSRROP00000026650.1	85.97	335	43	2	1	335	1	331	0.0	560
ENSP00000347979|FAS	ENSPANP00000041737.1	85.67	335	44	2	1	335	1	331	0.0	560
ENSP00000347979|FAS	ENSMMUP00000014651.2	84.27	337	47	3	1	335	1	333	0.0	555
ENSP00000347979|FAS	ENSMMUP00000056278.1	81.19	335	38	3	1	335	1	310	0.0	540
ENSP00000347979|FAS	ENSRROP00000026652.1	80.60	335	40	2	1	335	1	310	0.0	537
ENSP00000347979|FAS	ENSMMUP00000055912.1	83.43	332	49	3	6	335	11	338	0.0	537
ENSP00000347979|FAS	ENSPANP00000020567.2	83.08	331	50	3	5	335	18	342	0.0	530
ENSP00000347979|FAS	ENSMMUP00000014649.2	81.99	322	51	3	16	335	1	317	0.0	514
ENSP00000347979|FAS	ENSPANP00000038156.1	78.55	331	44	4	5	335	18	321	1e-180	511
ENSP00000347979|FAS	ENSSBOP00000034672.1	77.15	337	65	4	1	335	1	327	6e-175	496
ENSP00000347979|FAS	ENSCJAP00000010357.2	76.26	337	67	5	1	335	1	326	1e-169	483
ENSP00000347979|FAS	ENSSBOP00000034679.1	73.29	337	57	4	1	335	1	306	3e-169	481
ENSP00000347979|FAS	ENSP00000345601.4	99.13	229	2	0	1	229	1	229	2e-165	469
ENSP00000347979|FAS	ENSCJAP00000010418.2	73.96	338	75	5	1	335	1	328	2e-165	472
ENSP00000347979|FAS	ENSP00000477997.3	96.49	228	7	1	1	227	1	228	3e-159	453
ENSP00000347979|FAS	ENSP00000347426.2	100.00	217	0	0	1	217	1	217	5e-159	452
ENSP00000347979|FAS	ENSPTRP00000088555.1	98.62	217	3	0	1	217	1	217	7e-156	444
ENSP00000347979|FAS	ENSOGAP00000005758.2	60.74	349	96	6	2	335	2	324	9e-136	397
ENSP00000347979|FAS	ENSRROP00000026654.1	87.56	217	24	1	1	217	1	214	2e-126	369
ENSP00000347979|FAS	ENSOCUP00000023210.1	60.30	330	114	4	1	330	1	313	6e-126	372
ENSP00000347979|FAS	ENSNGAP00000016395.1	58.38	334	132	2	1	334	1	327	7e-125	369
ENSP00000347979|FAS	ENSAMEP00000000993.1	61.56	307	111	4	16	320	16	317	4e-123	364
ENSP00000347979|FAS	ENSMAUP00000007126.1	55.82	335	133	4	1	332	1	323	4e-120	357
ENSP00000347979|FAS	ENSSSCP00000011136.3	60.47	301	106	6	41	335	6	299	6e-119	353
ENSP00000347979|FAS	ENSDNOP00000023703.1	58.26	333	126	3	1	330	1	323	2e-118	353
ENSP00000347979|FAS	ENSDNOP00000020553.1	58.64	324	121	3	10	330	1	314	9e-117	348
ENSP00000347979|FAS	ENSPVAP00000004250.1	56.16	333	123	4	10	335	35	351	1e-115	347
ENSP00000347979|FAS	ENSMLUP00000014147.2	53.43	335	151	4	3	333	3	336	9e-115	344
ENSP00000347979|FAS	ENSTTRP00000007588.1	59.45	328	120	6	11	335	33	350	9e-114	342
ENSP00000347979|FAS	ENSFDAP00000004958.1	56.85	292	120	2	46	335	3	290	1e-113	339
ENSP00000347979|FAS	ENSBTAP00000014282.5	56.72	335	133	5	1	335	1	323	5e-112	336
ENSP00000347979|FAS	ENSCPOP00000030907.1	52.48	343	140	6	1	335	7	334	3e-106	322
ENSP00000347979|FAS	ENSECAP00000011566.1	56.01	316	125	6	11	320	1	308	1e-104	317
ENSP00000347979|FAS	ENSECAP00000011600.1	55.70	316	125	6	11	320	1	307	6e-103	313
ENSP00000347979|FAS	ENSLAFP00000020015.1	59.21	277	102	6	66	335	1	273	1e-101	308
ENSP00000347979|FAS	ENSLAFP00000020059.1	58.33	276	101	6	66	335	1	268	4e-98	298
ENSP00000347979|FAS	ENSMUSP00000025691.5	48.50	334	164	3	1	334	1	326	7e-98	300
ENSP00000347979|FAS	ENSLAFP00000027639.1	58.03	274	102	5	66	335	1	265	8e-98	298
ENSP00000347979|FAS	ENSRNOP00000025928.4	48.66	335	159	3	1	334	1	323	9e-98	300
ENSP00000347979|FAS	ENSLAFP00000000762.4	58.03	274	98	6	66	335	1	261	6e-97	295
ENSP00000347979|FAS	ENSLAFP00000021105.1	57.30	267	104	4	66	330	1	259	1e-95	292
ENSP00000347979|FAS	ENSLAFP00000019243.1	57.30	274	101	6	66	335	1	262	2e-95	291
ENSP00000347979|FAS	ENSLAFP00000026352.1	57.30	267	103	5	66	330	1	258	1e-94	289
ENSP00000347979|FAS	ENSLAFP00000018126.1	56.83	271	96	6	66	330	1	256	2e-93	286
ENSP00000347979|FAS	ENSLAFP00000026430.1	54.21	273	99	4	66	335	1	250	1e-83	261
ENSP00000347979|FAS	ENSLAFP00000027993.1	56.20	258	98	5	66	320	1	246	2e-79	250
ENSP00000347979|FAS	ENSTBEP00000015334.1	67.96	181	58	0	9	189	34	214	2e-77	244
ENSP00000347979|FAS	ENSEEUP00000013059.1	39.85	261	154	3	67	327	1	258	5e-49	172
ENSP00000347979|FAS	ENSLAFP00000006097.3	27.30	282	154	11	81	315	1	278	3e-17	85.1
ENSP00000347979|FAS	ENSPVAP00000005434.1	28.78	205	111	10	63	262	33	207	2e-11	68.9
ENSP00000347979|FAS	ENSMUSP00000022663.5	24.36	312	186	11	65	330	65	372	2e-09	63.2
ENSP00000347979|FAS	ENSCPOP00000016492.2	23.72	215	149	5	56	264	42	247	1e-07	57.8
ENSP00000347979|FAS	ENSFCAP00000008830.3	26.92	234	112	8	56	238	30	255	2e-07	56.2
