ENSP00000265343|AFF4	ENSP00000265343.5	100.00	1163	0	0	1	1163	1	1163	0.0	2351
ENSP00000265343|AFF4	ENSPTRP00000029475.4	99.83	1163	2	0	1	1163	1	1163	0.0	2346
ENSP00000265343|AFF4	ENSPTRP00000082698.1	99.83	1163	2	0	1	1163	1	1163	0.0	2346
ENSP00000265343|AFF4	ENSPPYP00000017641.1	99.74	1163	3	0	1	1163	1	1163	0.0	2343
ENSP00000265343|AFF4	ENSRROP00000019636.1	99.14	1163	10	0	1	1163	1	1163	0.0	2332
ENSP00000265343|AFF4	ENSPANP00000002903.1	99.23	1163	8	1	1	1163	1	1162	0.0	2328
ENSP00000265343|AFF4	ENSMMUP00000020525.3	99.23	1163	8	1	1	1163	1	1162	0.0	2328
ENSP00000265343|AFF4	ENSCJAP00000024531.1	98.88	1163	13	0	1	1163	1	1163	0.0	2323
ENSP00000265343|AFF4	ENSSBOP00000009459.1	98.80	1163	14	0	1	1163	1	1163	0.0	2319
ENSP00000265343|AFF4	ENSMMUP00000053567.1	98.28	1163	16	2	1	1163	1	1159	0.0	2293
ENSP00000265343|AFF4	ENSFCAP00000027955.1	97.08	1164	33	1	1	1163	34	1197	0.0	2286
ENSP00000265343|AFF4	ENSAMEP00000018769.1	96.74	1164	37	1	1	1163	1	1164	0.0	2277
ENSP00000265343|AFF4	ENSECAP00000010038.1	96.39	1164	41	1	1	1163	1	1164	0.0	2269
ENSP00000265343|AFF4	ENSSTOP00000023258.2	96.31	1164	38	2	1	1163	1	1160	0.0	2266
ENSP00000265343|AFF4	ENSDNOP00000012918.3	96.22	1164	41	2	1	1163	1	1162	0.0	2261
ENSP00000265343|AFF4	ENSPVAP00000014331.1	96.22	1165	41	3	1	1163	1	1164	0.0	2253
ENSP00000265343|AFF4	ENSSBOP00000009467.1	95.62	1164	23	3	1	1163	1	1137	0.0	2219
ENSP00000265343|AFF4	ENSBTAP00000012480.5	96.13	1164	44	1	1	1163	1	1164	0.0	1983
ENSP00000265343|AFF4	ENSSSCP00000052511.1	96.05	1164	45	1	1	1163	1	1164	0.0	1954
ENSP00000265343|AFF4	ENSSSCP00000053322.1	96.05	1164	45	1	1	1163	1	1164	0.0	1954
ENSP00000265343|AFF4	ENSRROP00000019637.1	96.65	1163	10	1	1	1163	1	1134	0.0	1941
ENSP00000265343|AFF4	ENSTTRP00000013968.1	94.85	1164	59	1	1	1163	1	1164	0.0	1939
ENSP00000265343|AFF4	ENSLAFP00000008841.3	96.13	1163	45	0	1	1163	1	1163	0.0	1931
ENSP00000265343|AFF4	ENSOGAP00000020185.1	94.93	1164	58	1	1	1163	1	1164	0.0	1922
ENSP00000265343|AFF4	ENSMLUP00000013740.2	95.62	1164	50	1	1	1163	1	1164	0.0	1917
ENSP00000265343|AFF4	ENSOCUP00000011741.2	95.36	1165	52	2	1	1163	1	1165	0.0	1917
ENSP00000265343|AFF4	ENSFDAP00000016712.1	94.07	1163	63	3	1	1163	1	1157	0.0	1899
ENSP00000265343|AFF4	ENSMUSP00000051479.5	91.93	1165	87	3	1	1163	1	1160	0.0	1894
ENSP00000265343|AFF4	ENSFDAP00000016705.1	94.13	1159	62	3	1	1159	1	1153	0.0	1892
ENSP00000265343|AFF4	ENSNGAP00000020347.1	92.35	1164	81	5	1	1163	1	1157	0.0	1888
ENSP00000265343|AFF4	ENSRNOP00000009440.6	92.44	1164	73	4	1	1163	1	1150	0.0	1874
ENSP00000265343|AFF4	ENSSSCP00000020038.2	93.56	1164	45	2	1	1163	1	1135	0.0	1873
ENSP00000265343|AFF4	ENSSSCP00000015202.3	94.59	1145	55	3	1	1144	1	1139	0.0	1869
ENSP00000265343|AFF4	ENSNGAP00000020350.1	91.49	1164	80	6	1	1163	1	1146	0.0	1859
ENSP00000265343|AFF4	ENSFCAP00000011526.4	94.59	1164	33	2	1	1163	34	1168	0.0	1838
ENSP00000265343|AFF4	ENSMODP00000017312.2	88.48	1172	121	10	1	1163	1	1167	0.0	1825
ENSP00000265343|AFF4	ENSPANP00000022802.1	91.83	1163	45	5	1	1163	1	1113	0.0	1796
ENSP00000265343|AFF4	ENSOANP00000011826.2	86.92	1177	121	10	1	1162	62	1220	0.0	1764
ENSP00000265343|AFF4	ENSPTRP00000071197.1	91.70	1169	58	6	1	1163	1	1136	0.0	1762
ENSP00000265343|AFF4	ENSPTRP00000076940.1	91.75	1164	49	5	1	1163	1	1118	0.0	1758
