ENSP00000461206|RMI2	ENSP00000461206.1	100.00	84	0	0	1	84	1	84	2e-56	176
ENSP00000461206|RMI2	ENSPPYP00000008035.1	98.81	84	1	0	1	84	1	84	6e-56	174
ENSP00000461206|RMI2	ENSPTRP00000067204.1	98.81	84	1	0	1	84	1	84	4e-55	172
ENSP00000461206|RMI2	ENSPANP00000044595.1	92.86	84	5	1	1	84	1	83	7e-50	159
ENSP00000461206|RMI2	ENSRROP00000022910.1	90.48	84	7	1	1	84	1	83	4e-48	154
ENSP00000461206|RMI2	ENSMMUP00000055942.1	92.41	79	6	0	6	84	1	79	8e-48	154
ENSP00000461206|RMI2	ENSSBOP00000034284.1	82.72	81	14	0	1	81	1	81	5e-41	136
ENSP00000461206|RMI2	ENSCJAP00000014012.2	100.00	49	0	0	36	84	99	147	5e-29	107
ENSP00000461206|RMI2	ENSCJAP00000014008.2	100.00	49	0	0	36	84	90	138	7e-29	107
ENSP00000461206|RMI2	ENSSBOP00000040511.1	100.00	49	0	0	36	84	99	147	8e-29	107
ENSP00000461206|RMI2	ENSPTRP00000013261.6	100.00	49	0	0	36	84	99	147	8e-29	107
ENSP00000461206|RMI2	ENSP00000310356.5	100.00	49	0	0	36	84	99	147	8e-29	107
ENSP00000461206|RMI2	ENSMUSP00000042676.7	97.96	49	1	0	36	84	101	149	9e-29	107
ENSP00000461206|RMI2	ENSPPYP00000008668.2	100.00	49	0	0	36	84	99	147	1e-28	107
ENSP00000461206|RMI2	ENSSSCP00000020501.1	97.96	49	1	0	36	84	102	150	1e-28	107
ENSP00000461206|RMI2	ENSAMEP00000015533.1	68.24	85	22	2	3	84	3	85	1e-28	105
ENSP00000461206|RMI2	ENSTTRP00000004509.1	79.69	64	12	1	22	84	14	77	2e-28	104
ENSP00000461206|RMI2	ENSCPOP00000029823.1	97.96	49	1	0	36	84	99	147	2e-28	106
ENSP00000461206|RMI2	ENSPANP00000027952.1	97.96	49	1	0	36	84	99	147	3e-28	105
ENSP00000461206|RMI2	ENSLAFP00000028790.1	95.92	49	2	0	36	84	99	147	5e-28	105
ENSP00000461206|RMI2	ENSMAUP00000000031.1	95.92	49	2	0	36	84	99	147	6e-28	105
ENSP00000461206|RMI2	ENSRNOP00000033277.4	95.92	49	2	0	36	84	101	149	9e-28	104
ENSP00000461206|RMI2	ENSFDAP00000006408.1	70.13	77	20	2	11	84	13	89	1e-27	102
ENSP00000461206|RMI2	ENSDNOP00000032887.1	93.88	49	3	0	36	84	106	154	1e-27	104
ENSP00000461206|RMI2	ENSNGAP00000026503.1	93.88	49	3	0	36	84	100	148	2e-27	103
ENSP00000461206|RMI2	ENSOCUP00000000823.2	93.88	49	3	0	36	84	100	148	2e-26	101
ENSP00000461206|RMI2	ENSMODP00000006314.3	89.80	49	5	0	36	84	106	154	2e-26	101
ENSP00000461206|RMI2	ENSBTAP00000037296.3	91.67	48	4	0	36	83	100	147	6e-26	100
ENSP00000461206|RMI2	ENSOGAP00000020954.1	89.80	49	5	0	36	84	100	148	2e-24	95.9
ENSP00000461206|RMI2	ENSDORP00000021415.1	85.71	49	7	0	36	84	100	148	2e-24	95.9
ENSP00000461206|RMI2	ENSDORP00000007027.2	85.71	49	7	0	36	84	96	144	3e-24	95.5
ENSP00000461206|RMI2	ENSCJAP00000029535.1	85.71	49	7	0	36	84	103	151	1e-21	89.0
